name,address,city,state,zip,phone,website,latitude,longitude
Maria's Taco Express,2529 S. Lamar Blvd.,Austin,TX,78704,(512) 444-0261,http://www.tacoxpress.com,30.245909,-97.778358
Hullabaloo Diner,15045 FM 2154 Rd,College Station,TX,77845,(979) 690-3002,http://www.HullabalooDiner.com,30.53211,-96.300815
Avila's,4714 Maple Ave,Dallas,TX,75219,(214) 520-2700,http://www.avilasrestaurant.com/,32.814245,-96.825427
Louie's,1501 N Henderson Ave,Dallas,TX,75206,(214) 826-0505,,32.807673,-96.770194
Twisted Root Burger Co.,2615 Commerce St,Dallas,TX,75226,(214) 741-7668,http://www.twistedrootburgerco.com/,32.783013,-96.785495
Chef Point Cafe,5901 Watauga Rd,Fort Worth,TX,76148,(817) 656-0080,http://www.chefpointcafe.org/,32.86098,-97.253542
Fred's Texas Cafe,915 Currie St,Fort Worth,TX,76107,(817) 332-0083,http://www.fredstexascafe.com,32.749586,-97.358176
Cafe Pita + Bosnian Restaurant,10890 Westheimer Rd,Houston,TX,77042,(713) 581-8261,http://cafepita.weebly.com,29.736896,-95.568051
Kenny & Ziggy's Deli,2327 Post Oak Blvd,Houston,TX,77056,(713) 871-8883,http://www.kennyandziggys.com,29.741721,-95.46096
Lankford Grocery & Market,88 Dennis St,Houston,TX,77006,(713) 522-9555,http://www.lankfordgrocery.com/,29.750046,-95.383869
Niko Niko's,2520 Montrose Blvd,Houston,TX,77006,(713) 528-0966,http://www.nikonikos.com,29.746483,-95.392196
The Red Lion Pub,2316 S Shepherd Dr,Houston,TX,77019,(713) 782-3030,http://www.redlionhouston.com,29.745606,-95.410976
T-Bone Tom's Steakhouse,707 Hwy 146,Kemah,TX,77565,(281) 334-2133,http://www.tbonetoms.com,29.541789,-95.019817
Bob's Taco Station,1901 Avenue H,Rosenberg,TX,77471,(281) 232-8555,http://www.bobstacos.com,29.558473,-95.80758
Beto's on Broadway,8142 Broadway St,San Antonio,TX,78209,(210) 930-9393,http://betosinfo.com/,29.511277,-98.465916
Bun 'n' Barrel,1150 Austin Hwy,San Antonio,TX,78209,(210) 828-2829,http://www.bunnbarrel.com/,29.48671,-98.447623
Dough Pizzeria Napoletana,6989 Blanco Rd,San Antonio,TX,78213,(210) 979-6565,http://www.doughpizzeria.com/,29.519345,-98.507484
El Bohio Restaurant,1127 Harry Wurzbach Rd,San Antonio,TX,78209,(210) 822-8075,http://www.facebook.com/pages/El-Bohio-Restaurant-San-Antonio/346096940791,29.469804,-98.438695
Moroccan Bites,5714 Evers Rd,San Antonio,TX,78238,(210) 706-9700,http://www.moroccanbitescuisine.com/,29.488981,-98.598141
Taco Taco Cafe,145 E Hildebrand Ave,San Antonio,TX,78212,(210) 822-9533,http://www.tacotacosa.com/,29.466706,-98.492265
The Cove,606 W. Cypress St.,San Antonio,TX,78212,(210) 227-2683,http://www.thecove.us,29.440457,-98.50055
The Magnolia Pancake Haus,606 Embassy Oaks,San Antonio,TX,78216,(210) 496-0828,http://www.magnoliapancakehaus.com/,29.564561,-98.48948
Tip Top Cafe,2814 Fredericksburg Rd.,San Antonio,TX,78201,210-732-0191,http://www.tiptopcafe.com,29.470217,-98.531241
Mac & Ernie's,Williams' Creek Depot - FM 470,Tarpley,TX,78883,(830) 562-3250,http://www.macandernies.com,29.65717,-99.27643
Louie Mueller BBQ,206 W 2nd St,Taylor,TX,76574,(512) 352-6206,http://www.louiemuellerbarbeque.com,30.568827,-97.411098
Burger Bar,5291 S 1900 W,Roy,UT,84067,(801) 825-8961,,41.167621,-112.026386
Blue Plate Diner,2041 E 2100 S,Salt Lake City,UT,84108,(801) 463-1151,http://theblueplatediner.com/,40.725509,-111.831972
Lone Star Taqueria,2265 Fort Union Boulevard,Salt Lake City,UT,84121,(801) 944-2300,http://www.lonestartaqueria.com/LONESTAR/Home.html,40.624293,-111.825813
Moochie's Meatballs & More,232 E 800 S,Salt Lake City,UT,84111,801-364-0232,http://www.moochiesmeatballs.com,40.751672,-111.884107
Pat's BBQ,155 W Commonwealth Ave,Salt Lake City,UT,84115,(801) 484-5963,http://www.patsbbq.com,40.72435,-111.895505
Red Iguana,736 W North Temple,Salt Lake City,UT,84116,801-322-1489,http://www.rediguana.com,40.771914,-111.91249
Ruth's Diner,2100 Emigration Canyon,Salt Lake City,UT,84108,801-582-5807,http://www.ruthsdiner.com,40.785756,-111.71636
Metro 29 Diner,4711 Lee Hwy,Arlington,VA,22207,(703) 528-2464,,38.898077,-77.122904
La Caraquena,300 W Broad St,Falls Church,VA,22046,(703) 533-0076,http://www.lacaraquena.com/,38.884204,-77.173704
Doumar's,1919 Monticello Ave.,Norfolk,VA,23517,(757) 627-4163,http://www.doumars.com,36.866164,-76.284848
Get Fresh Cafe,2500 Church St,Norfolk,VA,23504,(757) 966-6577,http://www.5ptsfarmmarket.org/home/index.php?option=com_content&view=article&id=72&itemid=82,36.869699,-76.279304
Harvey's Hot Dogs,3205 Stamford Rd,Portsmouth,VA,23703,(757) 483-0613,,36.860942,-76.390675
Moseberth's Chicken,1505 Airline Blvd,Portsmouth,VA,23707,(757) 393-1721,http://www.moseberths.com/,36.826163,-76.347524
Captain Chuck A Mucks,21088 Marina Road,Rescue,VA,23424,757-356-1005,http://www.captainchuck-a-mucks.com,36.994804,-76.561927
Dott's Back Inn,4030 Macarthur Ave.,Richmond,VA,23227,(804) 266-3167,http://www.dotsback.com/,37.58992,-77.458577
The Village Cafe,1001 W Grace St.,Richmond,VA,23220,(804) 353-8204,http://www.villagecafeonline.com,37.550889,-77.453397
Citrus,2265 W Great Neck Rd,Virginia Beach,VA,23451,(757) 227-3333,,36.910456,-76.071517
Flip Flops Grill + Chill,2217 Upton Dr,Virginia Beach,VA,23454,(757) 427-3547,http://www.flipflopsvb.com/,36.756198,-76.010379
The Beach Pub,1001 Laskin Rd,Virginia Beach,VA,23451,(757) 422-8817,,36.856691,-75.990782
Whitner's Barbecue,869 Lynnhaven Pkwy,Virginia Beach,VA,23452,(757) 689-8215,http://www.whitnersbbq.com/,36.812396,-76.071578
Virginia Diner,U.S. Route 460,Wakefield,VA,23888,(757) 899-3106,http://www.vadiner.com,38.788435,-77.233009
Big Star Diner,305 Madison Ave N,Bainbridge Island,WA,98110,(206) 842-5786,,47.626879,-122.521201
Bobby's Hawaiian Style Restaurant,1011 Hewitt Ave. W.,Everett,WA,98201,(425) 259-1338,http://www.bobbyshawaiianstylerestaurant.com,47.979598,-122.216454
Bizzaro Italian Cafe,1307 N 46th St,Seattle,WA,98103,(206) 632-7277,http://www.bizzarroitaliancafe.com,47.661952,-122.341671
Georgia's Greek Deli,323 NW 85th St,Seattle,WA,98117,(206) 783-1228,http://www.georgiasgreekrestaurant.com,47.690609,-122.361007
Mike's Chili Parlor,1447 N.W. Ballard Way,Seattle,WA,98107,(206) 782-2808,http://www.mikeschiliparlor.com,47.662754,-122.375752
Pam's Trinidadian-Caribbean Kitchen,5000 University Way NE,Seattle,WA,98105,(206) 696-7010,http://www.pams-kitchen.com,47.665008,-122.312771
Slim's Last Chance Chili Shack,5606 1st Ave S,Seattle,WA,98108,(206) 762-7900,http://www.slimslastchance.com/,47.552481,-122.333903
Voula's Offshore Cafe,658 NE Northlake Way,Seattle,WA,98105,(206) 634-0183,http://www.voulasoffshore.com,47.654798,-122.321494
Chaps Coffee Co,4235 S Cheney Spokane Rd,Spokane,WA,99224,(509) 624-4182,http://www.chapsgirl.com/home/index.html,47.614996,-117.430181
Elk Public House,1931 W Pacific Ave,Spokane,WA,99201,(509) 363-1973,http://www.wedonthaveone.com/elk_menu.htm,47.655279,-117.441405
Hills' Restaurant and Lounge,401 W Main Ave,Spokane,WA,99201,(509) 747-3946,http://www.hillsrestaurantandlounge.com/,47.658786,-117.418364
Picabu Neighborhood Bistro,901 W 14th Ave,Spokane,WA,99203,(509) 624-2464,http://www.picabu-bistro.com/,47.642667,-117.42446
Waddell's Neighborhood Pub,4318 S Regal St,Spokane,WA,99223,(509) 443-6500,http://www.waddellspubandgrill.com/,47.614437,-117.369356
Southern Kitchen,1716 6th Ave,Tacoma,WA,98405,(253)627-4282,,47.255883,-122.462332
Frank's Diner,508 58th St,Kenosha,WI,53140,(262) 657-1017,http://www.franksdinerkenosha.com,42.583361,-87.817521
Cempazuchi,1205 E Brady St,Milwaukee,WI,53202,(414) 291-5233,http://www.cempazuchi.com,43.052821,-87.896665
Comet Cafe,1947 N Farwell Ave,Milwaukee,WI,53202,(414) 273-7677,http://www.thecometcafe.com/,43.056132,-87.889599
Anchor Bar and Grill,413 Tower Ave,Superior,WI,54880,(715) 394-9747,http://anchorbar.freeservers.com/,46.733305,-92.104131
Central City Cafe,529 14th St. W.,Huntington,WV,25704,304-522-6142,,38.411376,-82.479398
Hillbilly Hot Dogs,6591 Ohio River Rd.,Lesage,WV,25537,(304) 762-2458,http://www.hillbillyhotdogs.com,38.486747,-82.301173
